<Event(17-VideoExpose {})>
<Event(1-ActiveEvent {'state': 1, 'gain': 0})>
<Event(1-ActiveEvent {'state': 1, 'gain': 1})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (558, 397), 'rel': (558, 397)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (293, 394), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (290, 395), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (288, 395), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (285, 397), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (284, 397), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (281, 398), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (279, 398), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (276, 399), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (275, 399), 'rel': (-1, 0)})>
<Event(1-ActiveEvent {'state': 1, 'gain': 0})>
<Event(1-ActiveEvent {'state': 1, 'gain': 1})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (236, 395), 'rel': (-39, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (260, 373), 'rel': (24, -22)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (265, 369), 'rel': (5, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (269, 364), 'rel': (4, -5)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (272, 361), 'rel': (3, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (279, 356), 'rel': (7, -5)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (282, 352), 'rel': (3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (286, 349), 'rel': (4, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (291, 344), 'rel': (5, -5)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (294, 341), 'rel': (3, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (297, 337), 'rel': (3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (301, 334), 'rel': (4, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (306, 331), 'rel': (5, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (309, 327), 'rel': (3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (311, 324), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (314, 321), 'rel': (3, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (319, 318), 'rel': (5, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (320, 315), 'rel': (1, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (323, 312), 'rel': (3, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (326, 309), 'rel': (3, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (327, 307), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (332, 304), 'rel': (5, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (333, 301), 'rel': (1, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (334, 297), 'rel': (1, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (337, 295), 'rel': (3, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (339, 292), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (341, 290), 'rel': (2, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (343, 287), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (344, 286), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (345, 282), 'rel': (1, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (346, 281), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (348, 278), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (350, 275), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (352, 273), 'rel': (2, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (353, 271), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (354, 269), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (356, 266), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (357, 264), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (358, 261), 'rel': (1, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (360, 258), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (361, 257), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (362, 254), 'rel': (1, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (363, 252), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (363, 249), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (363, 248), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (365, 247), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (366, 244), 'rel': (1, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (367, 242), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (367, 240), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (368, 239), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (368, 237), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (368, 236), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (369, 235), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (369, 232), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (369, 231), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (369, 230), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (369, 228), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 226), 'rel': (2, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 225), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 224), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 222), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 221), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 218), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 217), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 215), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 212), 'rel': (1, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 211), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 208), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 206), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 205), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 202), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 200), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 197), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 194), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 192), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 191), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 188), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 186), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 185), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 182), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 180), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 177), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 176), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 172), 'rel': (0, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 171), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 169), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 166), 'rel': (-2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 165), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 161), 'rel': (0, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 158), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 156), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 153), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 152), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 150), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 145), 'rel': (0, -5)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 144), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 142), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 139), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 137), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 135), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 132), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 131), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 128), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 125), 'rel': (1, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 121), 'rel': (1, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 120), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 117), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (374, 116), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (376, 115), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (376, 113), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (376, 110), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (377, 110), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (377, 108), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (377, 107), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (378, 105), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (379, 103), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (379, 102), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (380, 101), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (381, 100), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (381, 98), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (383, 96), 'rel': (2, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (383, 93), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (385, 92), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (385, 91), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (387, 90), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (388, 89), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (388, 87), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (389, 86), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (390, 85), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (391, 84), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (392, 83), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (393, 82), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (396, 80), 'rel': (3, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (396, 79), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (398, 78), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (398, 77), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (399, 77), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (401, 76), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (402, 75), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (403, 74), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (404, 72), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (405, 71), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (406, 70), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (407, 70), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (409, 69), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (410, 68), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (412, 67), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (412, 65), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (415, 64), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (417, 63), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (419, 63), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (420, 62), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (422, 60), 'rel': (2, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (423, 59), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (426, 58), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (427, 57), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (431, 56), 'rel': (4, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (432, 54), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (435, 53), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (436, 52), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (438, 51), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (441, 49), 'rel': (3, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (444, 48), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (446, 48), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (447, 47), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (450, 46), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (453, 44), 'rel': (3, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (455, 43), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (456, 43), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (459, 42), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (462, 40), 'rel': (3, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (463, 40), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (465, 39), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (466, 38), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (469, 38), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (472, 37), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (472, 35), 'rel': (0, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (474, 34), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (475, 34), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (476, 33), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (479, 32), 'rel': (3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (480, 32), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (481, 31), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (482, 30), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (483, 28), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (485, 28), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (486, 27), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (488, 26), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (488, 25), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (489, 25), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (491, 24), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (492, 24), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (493, 23), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (494, 21), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (495, 21), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (495, 20), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (495, 19), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (496, 19), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (497, 19), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (497, 18), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (497, 17), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (499, 17), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (500, 16), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (500, 15), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (501, 14), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (502, 12), 'rel': (1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (502, 11), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (503, 11), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (504, 10), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (505, 9), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (506, 9), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (506, 8), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (508, 8), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (509, 8), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (509, 7), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (510, 7), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (510, 6), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (511, 6), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (512, 6), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (513, 6), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (516, 4), 'rel': (3, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (517, 4), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (518, 3), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (519, 3), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (520, 3), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (521, 3), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (523, 2), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (524, 1), 'rel': (1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (525, 1), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (526, 1), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (527, 1), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (527, 0), 'rel': (0, -1)})>
<Event(1-ActiveEvent {'state': 1, 'gain': 0})>
<Event(12-Quit {})>
